year,ppm,temperature,coal,oil,gas,cement,flaring,other,fossil_total,landuse_sink,landuse_emission,landuse_balance,bio_sink,ocean_sink,atmosphere_growth,res_gas_min,res_gas_max,res_gas_avrg,res_coal_min,res_coal_max,res_coal_avrg,res_oil_min,res_oil_max,res_oil_avrg,res_fossil_min,res_fossil_max,res_fossil_avrg,res_soil_min,res_soil_max,res_soil_avrg,res_veg_min,res_veg_max,res_ver_avrg,res_bio_min,res_bio_max,res_bio_avrg,res_ocean,res_atmosphere,res_permafrost
1869,314.76,0.08,0.19,0.10,0.03,0.00,0.01,0.01,0.35,0.23,2.35,2.12,0.42,0.64,0.07,428.07,1180.07,804.07,609.05,704.05,656.55,297.18,388.18,342.68,1334.29,2272.29,1803.29,1406.16,2306.16,1856.16,423.53,623.53,523.53,1829.69,2929.69,2379.69,40321.80,408.18,1700.00
1868,321.18,-0.10,0.18,0.09,0.02,0.00,0.01,0.01,0.32,0.21,2.34,2.12,0.41,0.63,0.07,428.09,1180.09,804.09,609.23,704.23,656.73,297.27,388.27,342.77,1334.59,2272.59,1803.59,1405.83,2305.83,1855.83,423.44,623.44,523.44,1829.27,2929.27,2379.27,40321.17,408.11,1700.00
1867,321.19,-0.01,0.17,0.09,0.01,0.00,0.01,0.01,0.28,0.20,2.33,2.13,0.41,0.63,0.07,428.10,1180.10,804.10,609.39,704.39,656.89,297.36,388.36,342.86,1334.85,2272.85,1803.85,1405.51,2305.51,1855.51,423.35,623.35,523.35,1828.86,2928.86,2378.86,40320.54,408.04,1700.00
1866,319.52,-0.07,0.15,0.08,0.00,0.00,0.01,0.01,0.25,0.18,2.32,2.14,0.41,0.63,0.07,428.10,1180.10,804.10,609.55,704.55,657.05,297.44,388.44,342.94,1335.08,2273.08,1804.08,1405.19,2305.19,1855.19,423.26,623.26,523.26,1828.45,2928.45,2378.45,40319.91,407.97,1700.00
1865,318.65,0.16,0.14,0.07,0.00,0.00,0.01,0.01,0.23,0.16,2.31,2.15,0.41,0.63,0.07,428.10,1180.10,804.10,609.69,704.69,657.19,297.51,388.51,343.01,1335.29,2273.29,1804.29,1404.87,2304.87,1854.87,423.17,623.17,523.17,1828.04,2928.04,2378.04,40319.28,407.91,1700.00
1864,318.69,0.18,0.13,0.06,0.00,0.00,0.01,0.01,0.21,0.15,2.30,2.15,0.41,0.62,0.07,428.10,1180.10,804.10,609.82,704.82,657.32,297.57,388.57,343.07,1335.49,2273.49,1804.49,1404.55,2304.55,1854.55,423.08,623.08,523.08,1827.62,2927.62,2377.62,40318.66,407.84,1700.00
1863,317.13,-0.14,0.12,0.06,0.00,0.00,0.01,0.01,0.20,0.13,2.29,2.16,0.41,0.62,0.07,428.10,1180.10,804.10,609.93,704.93,657.43,297.63,388.63,343.13,1335.66,2273.66,1804.66,1404.23,2304.23,1854.23,422.99,622.99,522.99,1827.21,2927.21,2377.21,40318.04,407.77,1700.00
1862,317.14,0.27,0.10,0.05,0.00,0.00,0.01,0.01,0.18,0.11,2.28,2.17,0.41,0.62,0.07,428.10,1180.10,804.10,610.03,705.03,657.53,297.68,388.68,343.18,1335.81,2273.81,1804.81,1403.90,2303.90,1853.90,422.90,622.90,522.90,1826.80,2926.80,2376.80,40317.41,407.71,1700.00
1861,316.29,0.29,0.09,0.04,0.00,0.00,0.01,0.01,0.16,0.10,2.27,2.17,0.41,0.62,0.06,428.10,1180.10,804.10,610.12,705.12,657.62,297.73,388.73,343.23,1335.95,2273.95,1804.95,1403.58,2303.58,1853.58,422.81,622.81,522.81,1826.39,2926.39,2376.39,40316.79,407.64,1700.00
1860,315.68,-0.08,0.08,0.04,0.00,0.00,0.01,0.01,0.14,0.08,2.26,2.18,0.41,0.62,0.06,428.10,1180.10,804.10,610.20,705.20,657.70,297.76,388.76,343.26,1336.06,2274.06,1805.06,1403.26,2303.26,1853.26,422.71,622.71,522.71,1825.98,2925.98,2375.98,40316.17,407.58,1700.00
1859,314.77,-0.02,0.06,0.03,0.00,0.00,0.01,0.01,0.12,0.06,2.25,2.19,0.41,0.62,0.06,428.10,1180.10,804.10,610.26,705.26,657.76,297.79,388.79,343.29,1336.15,2274.15,1805.15,1402.94,2302.94,1852.94,422.62,622.62,522.62,1825.56,2925.56,2375.56,40315.55,407.52,1700.00
1858,321.20,-0.06,0.05,0.02,0.00,0.00,0.01,0.01,0.10,0.05,2.24,2.19,0.41,0.62,0.06,428.10,1180.10,804.10,610.31,705.31,657.81,297.82,388.82,343.32,1336.23,2274.23,1805.23,1402.62,2302.62,1852.62,422.53,622.53,522.53,1825.15,2925.15,2375.15,40314.93,407.45,1700.00
1857,321.20,-0.11,0.04,0.02,0.00,0.00,0.01,0.01,0.08,0.03,2.23,2.20,0.41,0.62,0.06,428.10,1180.10,804.10,610.35,705.35,657.85,297.83,388.83,343.33,1336.28,2274.28,1805.28,1402.30,2302.30,1852.30,422.44,622.44,522.44,1824.74,2924.74,2374.74,40314.32,407.39,1700.00
1856,319.53,-0.20,0.04,0.01,0.00,0.00,0.01,0.01,0.07,0.01,2.22,2.21,0.41,0.62,0.06,428.10,1180.10,804.10,610.39,705.39,657.89,297.84,388.84,343.34,1336.33,2274.33,1805.33,1401.97,2301.97,1851.97,422.35,622.35,522.35,1824.33,2924.33,2374.33,40313.70,407.33,1700.00
1855,318.72,0.05,0.04,0.00,0.00,0.00,0.01,0.01,0.06,0.00,2.21,2.21,0.42,0.62,0.06,428.10,1180.10,804.10,610.43,705.43,657.93,297.84,388.84,343.34,1336.37,2274.37,1805.37,1401.65,2301.65,1851.65,422.26,622.26,522.26,1823.91,2923.91,2373.91,40313.08,407.27,1700.00
1854,318.76,0.03,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.02,2.20,2.22,0.42,0.63,0.06,428.10,1180.10,804.10,610.46,705.46,657.96,297.85,388.85,343.35,1336.41,2274.41,1805.41,1401.32,2301.32,1851.32,422.17,622.17,522.17,1823.49,2923.49,2373.49,40312.45,407.21,1700.00
1853,317.14,0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.04,2.19,2.23,0.42,0.63,0.06,428.10,1180.10,804.10,610.50,705.50,658.00,297.85,388.85,343.35,1336.45,2274.45,1805.45,1400.99,2300.99,1850.99,422.07,622.07,522.07,1823.07,2923.07,2373.07,40311.82,407.14,1700.00
1852,317.15,-0.09,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.05,2.18,2.23,0.43,0.63,0.06,428.10,1180.10,804.10,610.54,705.54,658.04,297.85,388.85,343.35,1336.49,2274.49,1805.49,1400.66,2300.66,1850.66,421.98,621.98,521.98,1822.64,2922.64,2372.64,40311.19,407.08,1700.00
1851,316.30,0.09,0.03,0.00,0.00,0.00,0.01,0.01,0.05,-0.07,2.17,2.24,0.43,0.64,0.06,428.10,1180.10,804.10,610.57,705.57,658.07,297.85,388.85,343.35,1336.52,2274.52,1805.52,1400.32,2300.32,1850.32,421.89,621.89,521.89,1822.21,2922.21,2372.21,40310.55,407.02,1700.00
1850,315.69,-0.10,0.03,0.00,0.00,0.00,0.01,0.01,0.05,-0.09,2.16,2.25,0.43,0.64,0.06,428.10,1180.10,804.10,610.60,705.60,658.10,297.85,388.85,343.35,1336.55,2274.55,1805.55,1399.99,2299.99,1849.99,421.79,621.79,521.79,1821.78,2921.78,2371.78,40309.91,406.96,1700.00
1849,314.78,-0.01,0.03,0.00,0.00,0.00,0.01,0.01,0.05,-0.10,2.15,2.25,0.44,0.64,0.06,428.10,1180.10,804.10,610.63,705.63,658.13,297.86,388.86,343.36,1336.58,2274.58,1805.58,1399.65,2299.65,1849.65,421.69,621.69,521.69,1821.34,2921.34,2371.34,40309.27,406.90,1700.00
1848,321.21,-0.07,0.03,0.00,0.00,0.00,0.01,0.01,0.05,-0.12,2.14,2.26,0.44,0.65,0.06,428.10,1180.10,804.10,610.66,705.66,658.16,297.86,388.86,343.36,1336.62,2274.62,1805.62,1399.30,2299.30,1849.30,421.60,621.60,521.60,1820.90,2920.90,2370.90,40308.62,406.84,1700.00
1847,321.22,0.19,0.03,0.00,0.00,0.00,0.01,0.01,0.05,-0.14,2.13,2.27,0.44,0.65,0.06,428.10,1180.10,804.10,610.69,705.69,658.19,297.86,388.86,343.36,1336.65,2274.65,1805.65,1398.96,2298.96,1848.96,421.50,621.50,521.50,1820.46,2920.46,2370.46,40307.97,406.78,1700.00
1846,319.54,0.21,0.03,0.00,0.00,0.00,0.01,0.01,0.05,-0.15,2.12,2.28,0.45,0.66,0.06,428.10,1180.10,804.10,610.72,705.72,658.22,297.86,388.86,343.36,1336.68,2274.68,1805.68,1398.61,2298.61,1848.61,421.40,621.40,521.40,1820.01,2920.01,2370.01,40307.31,406.71,1700.00
1845,318.79,-0.15,0.03,0.00,0.00,0.00,0.01,0.01,0.05,-0.17,2.11,2.28,0.45,0.66,0.06,428.10,1180.10,804.10,610.75,705.75,658.25,297.86,388.86,343.36,1336.71,2274.71,1805.71,1398.26,2298.26,1848.26,421.30,621.30,521.30,1819.56,2919.56,2369.56,40306.65,406.65,1700.00
1844,318.83,0.31,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-0.19,2.10,2.29,0.45,0.66,0.06,428.10,1180.10,804.10,610.77,705.77,658.27,297.87,388.87,343.37,1336.73,2274.73,1805.73,1397.90,2297.90,1847.90,421.20,621.20,521.20,1819.11,2919.11,2369.11,40305.99,406.59,1700.00
1843,317.16,0.33,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-0.20,2.09,2.30,0.46,0.67,0.06,428.10,1180.10,804.10,610.79,705.79,658.29,297.87,388.87,343.37,1336.76,2274.76,1805.76,1397.55,2297.55,1847.55,421.10,621.10,521.10,1818.65,2918.65,2368.65,40305.32,406.53,1700.00
1842,317.17,-0.08,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-0.22,2.08,2.30,0.46,0.67,0.06,428.10,1180.10,804.10,610.81,705.81,658.31,297.87,388.87,343.37,1336.78,2274.78,1805.78,1397.19,2297.19,1847.19,421.00,621.00,521.00,1818.19,2918.19,2368.19,40304.65,406.47,1700.00
1841,316.31,-0.02,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-0.24,2.07,2.31,0.46,0.68,0.06,428.10,1180.10,804.10,610.83,705.83,658.33,297.87,388.87,343.37,1336.80,2274.80,1805.80,1396.83,2296.83,1846.83,420.90,620.90,520.90,1817.73,2917.73,2367.73,40303.97,406.41,1700.00
1840,315.70,-0.06,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-0.25,2.06,2.32,0.47,0.68,0.06,428.10,1180.10,804.10,610.85,705.85,658.35,297.87,388.87,343.37,1336.82,2274.82,1805.82,1396.46,2296.46,1846.46,420.80,620.80,520.80,1817.26,2917.26,2367.26,40303.29,406.35,1700.00
1839,314.79,-0.11,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-0.27,2.05,2.32,0.47,0.68,0.06,428.10,1180.10,804.10,610.87,705.87,658.37,297.88,388.88,343.38,1336.84,2274.84,1805.84,1396.09,2296.09,1846.09,420.69,620.69,520.69,1816.79,2916.79,2366.79,40302.61,406.29,1700.00
1838,321.23,-0.20,0.02,0.00,0.00,0.00,0.01,0.01,0.04,-0.29,2.04,2.33,0.47,0.69,0.06,428.10,1180.10,804.10,610.89,705.89,658.39,297.88,388.88,343.38,1336.87,2274.87,1805.87,1395.72,2295.72,1845.72,420.59,620.59,520.59,1816.31,2916.31,2366.31,40301.92,406.23,1700.00
1837,321.24,0.05,0.01,0.00,0.00,0.00,0.01,0.00,0.02,-0.30,2.03,2.34,0.47,0.69,0.06,428.10,1180.10,804.10,610.90,705.90,658.40,297.88,388.88,343.38,1336.88,2274.88,1805.88,1395.35,2295.35,1845.35,420.48,620.48,520.48,1815.84,2915.84,2365.84,40301.23,406.17,1700.00
1836,319.55,0.03,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.32,2.02,2.34,0.48,0.69,0.06,428.10,1180.10,804.10,610.91,705.91,658.41,297.88,388.88,343.38,1336.89,2274.89,1805.89,1394.98,2294.98,1844.98,420.38,620.38,520.38,1815.36,2915.36,2365.36,40300.54,406.11,1700.00
1835,318.87,0.06,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.34,2.01,2.35,0.48,0.70,0.06,428.10,1180.10,804.10,610.92,705.92,658.42,297.88,388.88,343.38,1336.90,2274.90,1805.90,1394.60,2294.60,1844.60,420.27,620.27,520.27,1814.87,2914.87,2364.87,40299.84,406.05,1700.00
1834,318.90,-0.10,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.35,2.00,2.36,0.49,0.70,0.06,428.10,1180.10,804.10,610.93,705.93,658.43,297.89,388.89,343.39,1336.91,2274.91,1805.91,1394.22,2294.22,1844.22,420.17,620.17,520.17,1814.39,2914.39,2364.39,40299.14,405.99,1700.00
1833,317.17,0.10,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.37,1.99,2.36,0.49,0.71,0.06,428.10,1180.10,804.10,610.94,705.94,658.44,297.89,388.89,343.39,1336.93,2274.93,1805.93,1393.84,2293.84,1843.84,420.06,620.06,520.06,1813.89,2913.89,2363.89,40298.43,405.93,1700.00
1832,317.18,-0.10,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.39,1.98,2.37,0.50,0.71,0.06,428.10,1180.10,804.10,610.95,705.95,658.45,297.89,388.89,343.39,1336.94,2274.94,1805.94,1393.45,2293.45,1843.45,419.95,619.95,519.95,1813.40,2913.40,2363.40,40297.72,405.87,1700.00
1831,316.32,-0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.41,1.97,2.38,0.50,0.72,0.06,428.10,1180.10,804.10,610.96,705.96,658.46,297.89,388.89,343.39,1336.95,2274.95,1805.95,1393.06,2293.06,1843.06,419.84,619.84,519.84,1812.90,2912.90,2362.90,40297.00,405.81,1700.00
1830,315.71,-0.07,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.42,1.96,2.38,0.50,0.72,0.06,428.10,1180.10,804.10,610.97,705.97,658.47,297.89,388.89,343.39,1336.96,2274.96,1805.96,1392.67,2292.67,1842.67,419.73,619.73,519.73,1812.40,2912.40,2362.40,40296.28,405.75,1700.00
1829,314.80,0.22,0.01,0.00,0.00,0.00,0.01,0.01,0.03,-0.44,1.95,2.39,0.51,0.73,0.06,428.10,1180.10,804.10,610.98,705.98,658.48,297.90,388.90,343.40,1336.97,2274.97,1805.97,1392.27,2292.27,1842.27,419.62,619.62,519.62,1811.89,2911.89,2361.89,40295.56,405.69,1700.00
1828,321.25,0.24,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.46,1.94,2.40,0.52,0.74,0.06,428.10,1180.10,804.10,611.02,706.02,658.52,297.90,388.90,343.40,1337.01,2275.01,1806.01,1391.87,2291.87,1841.87,419.50,619.50,519.50,1811.37,2911.37,2361.37,40294.82,405.63,1700.00
1827,321.26,-0.16,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.47,1.93,2.41,0.52,0.74,0.06,428.10,1180.10,804.10,611.06,706.06,658.56,297.90,388.90,343.40,1337.05,2275.05,1806.05,1391.47,2291.47,1841.47,419.39,619.39,519.39,1810.85,2910.85,2360.85,40294.08,405.57,1700.00
1826,319.56,0.35,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.49,1.92,2.41,0.52,0.75,0.06,428.10,1180.10,804.10,611.09,706.09,658.59,297.90,388.90,343.40,1337.09,2275.09,1806.09,1391.06,2291.06,1841.06,419.27,619.27,519.27,1810.33,2910.33,2360.33,40293.33,405.51,1700.00
1825,318.94,0.37,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.51,1.91,2.42,0.53,0.75,0.06,428.10,1180.10,804.10,611.13,706.13,658.63,297.90,388.90,343.40,1337.13,2275.13,1806.13,1390.64,2290.64,1840.64,419.16,619.16,519.16,1809.80,2909.80,2359.80,40292.58,405.45,1700.00
1824,318.97,-0.08,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.52,1.90,2.43,0.53,0.76,0.06,428.10,1180.10,804.10,611.17,706.17,658.67,297.91,388.91,343.41,1337.17,2275.17,1806.17,1390.23,2290.23,1840.23,419.04,619.04,519.04,1809.27,2909.27,2359.27,40291.82,405.39,1700.00
1823,317.19,-0.02,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.54,1.89,2.43,0.54,0.76,0.06,428.10,1180.10,804.10,611.21,706.21,658.71,297.91,388.91,343.41,1337.21,2275.21,1806.21,1389.81,2289.81,1839.81,418.92,618.92,518.92,1808.73,2908.73,2358.73,40291.06,405.33,1700.00
1822,317.19,-0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.56,1.88,2.44,0.54,0.77,0.06,428.10,1180.10,804.10,611.24,706.24,658.74,297.91,388.91,343.41,1337.25,2275.25,1806.25,1389.39,2289.39,1839.39,418.80,618.80,518.80,1808.19,2908.19,2358.19,40290.30,405.27,1700.00
1821,316.33,-0.11,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.57,1.87,2.45,0.54,0.77,0.06,428.10,1180.10,804.10,611.28,706.28,658.78,297.91,388.91,343.41,1337.29,2275.29,1806.29,1388.96,2288.96,1838.96,418.68,618.68,518.68,1807.65,2907.65,2357.65,40289.53,405.21,1700.00
1820,315.72,-0.20,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.59,1.86,2.45,0.55,0.77,0.06,428.10,1180.10,804.10,611.32,706.32,658.82,297.91,388.91,343.41,1337.33,2275.33,1806.33,1388.54,2288.54,1838.54,418.56,618.56,518.56,1807.10,2907.10,2357.10,40288.75,405.15,1700.00
1819,314.81,0.05,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.61,1.85,2.46,0.55,0.78,0.06,428.10,1180.10,804.10,611.36,706.36,658.86,297.92,388.92,343.42,1337.37,2275.37,1806.37,1388.11,2288.11,1838.11,418.44,618.44,518.44,1806.55,2906.55,2356.55,40287.97,405.09,1700.00
1818,321.27,0.03,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.62,1.84,2.47,0.56,0.78,0.06,428.10,1180.10,804.10,611.40,706.40,658.90,297.92,388.92,343.42,1337.41,2275.41,1806.41,1387.67,2287.67,1837.67,418.32,618.32,518.32,1805.99,2905.99,2355.99,40287.19,405.03,1700.00
1817,321.28,0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.64,1.83,2.47,0.56,0.79,0.06,428.10,1180.10,804.10,611.43,706.43,658.93,297.92,388.92,343.42,1337.45,2275.45,1806.45,1387.24,2287.24,1837.24,418.19,618.19,518.19,1805.43,2905.43,2355.43,40286.40,404.97,1700.00
1816,319.57,-0.11,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.66,1.82,2.48,0.56,0.79,0.06,428.10,1180.10,804.10,611.47,706.47,658.97,297.92,388.92,343.42,1337.49,2275.49,1806.49,1386.80,2286.80,1836.80,418.07,618.07,518.07,1804.87,2904.87,2354.87,40285.61,404.91,1700.00
1815,318.10,0.11,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.67,1.81,2.49,0.57,0.80,0.06,428.10,1180.10,804.10,611.51,706.51,659.01,297.92,388.92,343.42,1337.53,2275.53,1806.53,1386.35,2286.35,1836.35,417.95,617.95,517.95,1804.30,2904.30,2354.30,40284.81,404.85,1700.00
1814,318.10,-0.10,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.69,1.80,2.49,0.57,0.80,0.06,428.10,1180.10,804.10,611.55,706.55,659.05,297.93,388.93,343.43,1337.57,2275.57,1806.57,1385.91,2285.91,1835.91,417.82,617.82,517.82,1803.73,2903.73,2353.73,40284.01,404.79,1700.00
1813,317.20,-0.01,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.71,1.79,2.50,0.58,0.81,0.06,428.10,1180.10,804.10,611.58,706.58,659.08,297.93,388.93,343.43,1337.61,2275.61,1806.61,1385.46,2285.46,1835.46,417.69,617.69,517.69,1803.15,2903.15,2353.15,40283.20,404.73,1700.00
1812,317.21,-0.07,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.72,1.78,2.51,0.58,0.81,0.06,428.10,1180.10,804.10,611.62,706.62,659.12,297.93,388.93,343.43,1337.65,2275.65,1806.65,1385.00,2285.00,1835.00,417.56,617.56,517.56,1802.57,2902.57,2352.57,40282.39,404.68,1700.00
1811,316.34,0.25,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.74,1.77,2.51,0.58,0.82,0.06,428.10,1180.10,804.10,611.66,706.66,659.16,297.93,388.93,343.43,1337.69,2275.69,1806.69,1384.55,2284.55,1834.55,417.44,617.44,517.44,1801.98,2901.98,2351.98,40281.57,404.62,1700.00
1810,315.73,0.27,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.76,1.77,2.52,0.59,0.82,0.06,428.10,1180.10,804.10,611.70,706.70,659.20,297.93,388.93,343.43,1337.73,2275.73,1806.73,1384.09,2284.09,1834.09,417.31,617.31,517.31,1801.39,2901.39,2351.39,40280.75,404.56,1700.00
1809,314.82,-0.17,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.77,1.76,2.53,0.59,0.83,0.06,428.10,1180.10,804.10,611.74,706.74,659.24,297.94,388.94,343.44,1337.77,2275.77,1806.77,1383.62,2283.62,1833.62,417.18,617.18,517.18,1800.80,2900.80,2350.80,40279.92,404.50,1700.00
1808,321.29,0.39,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.79,1.75,2.53,0.60,0.83,0.06,428.10,1180.10,804.10,611.77,706.77,659.27,297.94,388.94,343.44,1337.81,2275.81,1806.81,1383.16,2283.16,1833.16,417.04,617.04,517.04,1800.20,2900.20,2350.20,40279.09,404.44,1700.00
1807,321.30,0.41,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.81,1.74,2.54,0.60,0.84,0.06,428.10,1180.10,804.10,611.81,706.81,659.31,297.94,388.94,343.44,1337.85,2275.85,1806.85,1382.69,2282.69,1832.69,416.91,616.91,516.91,1799.60,2899.60,2349.60,40278.26,404.38,1700.00
1806,319.58,-0.08,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.82,1.73,2.55,0.61,0.84,0.06,428.10,1180.10,804.10,611.85,706.85,659.35,297.94,388.94,343.44,1337.89,2275.89,1806.89,1382.22,2282.22,1832.22,416.78,616.78,516.78,1799.00,2899.00,2349.00,40277.42,404.32,1700.00
1805,318.11,-0.02,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.84,1.72,2.56,0.61,0.85,0.06,428.10,1180.10,804.10,611.89,706.89,659.39,297.94,388.94,343.44,1337.93,2275.93,1806.93,1381.74,2281.74,1831.74,416.65,616.65,516.65,1798.39,2898.39,2348.39,40276.57,404.27,1700.00
1804,318.11,-0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.86,1.71,2.56,0.61,0.85,0.06,428.10,1180.10,804.10,611.92,706.92,659.42,297.95,388.95,343.45,1337.97,2275.97,1806.97,1381.26,2281.26,1831.26,416.51,616.51,516.51,1797.77,2897.77,2347.77,40275.72,404.21,1700.00
1803,317.21,-0.11,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.87,1.70,2.57,0.62,0.86,0.06,428.10,1180.10,804.10,611.96,706.96,659.46,297.95,388.95,343.45,1338.01,2276.01,1807.01,1380.78,2280.78,1830.78,416.37,616.37,516.37,1797.15,2897.15,2347.15,40274.86,404.15,1700.00
1802,317.22,-0.20,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.89,1.69,2.58,0.62,0.86,0.06,428.10,1180.10,804.10,612.00,707.00,659.50,297.95,388.95,343.45,1338.05,2276.05,1807.05,1380.29,2280.29,1830.29,416.24,616.24,516.24,1796.53,2896.53,2346.53,40274.00,404.09,1700.00
1801,316.35,0.05,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.91,1.68,2.58,0.63,0.86,0.06,428.10,1180.10,804.10,612.04,707.04,659.54,297.95,388.95,343.45,1338.09,2276.09,1807.09,1379.81,2279.81,1829.81,416.10,616.10,516.10,1795.91,2895.91,2345.91,40273.14,404.04,1700.00
1800,315.74,0.03,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.92,1.67,2.59,0.63,0.87,0.06,428.10,1180.10,804.10,612.08,707.08,659.58,297.95,388.95,343.45,1338.13,2276.13,1807.13,1379.31,2279.31,1829.31,415.96,615.96,515.96,1795.27,2895.27,2345.27,40272.27,403.98,1700.00
1799,314.83,0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.94,1.66,2.60,0.64,0.87,0.06,428.10,1180.10,804.10,612.11,707.11,659.61,297.96,388.96,343.46,1338.17,2276.17,1807.17,1378.82,2278.82,1828.82,415.82,615.82,515.82,1794.64,2894.64,2344.64,40271.40,403.92,1700.00
1798,321.31,-0.12,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.96,1.65,2.60,0.64,0.88,0.06,428.10,1180.10,804.10,612.15,707.15,659.65,297.96,388.96,343.46,1338.21,2276.21,1807.21,1378.32,2278.32,1828.32,415.68,615.68,515.68,1794.00,2894.00,2344.00,40270.52,403.86,1700.00
1797,321.32,0.12,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.97,1.64,2.61,0.64,0.88,0.06,428.10,1180.10,804.10,612.19,707.19,659.69,297.96,388.96,343.46,1338.25,2276.25,1807.25,1377.82,2277.82,1827.82,415.54,615.54,515.54,1793.36,2893.36,2343.36,40269.63,403.81,1700.00
1796,319.59,-0.10,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-0.99,1.63,2.62,0.65,0.89,0.06,428.10,1180.10,804.10,612.23,707.23,659.73,297.96,388.96,343.46,1338.29,2276.29,1807.29,1377.31,2277.31,1827.31,415.40,615.40,515.40,1792.71,2892.71,2342.71,40268.74,403.75,1700.00
1795,318.12,-0.01,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.01,1.62,2.62,0.65,0.89,0.06,428.10,1180.10,804.10,612.26,707.26,659.76,297.96,388.96,343.46,1338.33,2276.33,1807.33,1376.80,2276.80,1826.80,415.25,615.25,515.25,1792.05,2892.05,2342.05,40267.85,403.69,1700.00
1794,318.12,-0.07,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.02,1.61,2.63,0.66,0.90,0.06,428.10,1180.10,804.10,612.30,707.30,659.80,297.97,388.97,343.47,1338.37,2276.37,1807.37,1376.29,2276.29,1826.29,415.11,615.11,515.11,1791.40,2891.40,2341.40,40266.95,403.63,1700.00
1793,317.23,0.28,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.04,1.60,2.64,0.66,0.90,0.06,428.10,1180.10,804.10,612.34,707.34,659.84,297.97,388.97,343.47,1338.41,2276.41,1807.41,1375.77,2275.77,1825.77,414.96,614.96,514.96,1790.74,2890.74,2340.74,40266.04,403.58,1700.00
1792,317.23,0.30,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.06,1.59,2.64,0.67,0.91,0.06,428.10,1180.10,804.10,612.38,707.38,659.88,297.97,388.97,343.47,1338.45,2276.45,1807.45,1375.25,2275.25,1825.25,414.82,614.82,514.82,1790.07,2890.07,2340.07,40265.14,403.52,1700.00
1791,316.36,-0.18,0.04,0.00,0.00,0.00,0.01,0.01,0.06,-1.07,1.58,2.65,0.67,0.91,0.06,428.10,1180.10,804.10,612.42,707.42,659.92,297.97,388.97,343.47,1338.49,2276.49,1807.49,1374.73,2274.73,1824.73,414.67,614.67,514.67,1789.40,2889.40,2339.40,40264.22,403.47,1700.00
